Time,producer1,producer2,producer3
0.0,0.00839,0.00845,0.00839
0.08333333333333333,0.00835,0.00835,0.00836
0.16666666666666666,0.00834,0.00834,0.00836
0.25,0.00833,0.00835,0.00834
0.3333333333333333,0.00833,0.00835,0.00834
0.4166666666666667,0.00832,0.00835,0.00833
0.5,0.00833,0.00835,0.00833
0.5833333333333334,0.00836,0.00834,0.00832
0.6666666666666666,0.00838,0.00834,0.00833
0.75,0.00839,0.00834,0.00833
0.8333333333333334,0.0084,0.00834,0.00833
0.9166666666666666,0.00841,0.00834,0.00833
1.0,0.00841,0.00835,0.00833
1.0833333333333333,0.00841,0.00834,0.00834
1.1666666666666667,0.00842,0.00835,0.00834
1.25,0.00842,0.00835,0.00834
1.3333333333333333,0.00843,0.00835,0.00834
1.4166666666666667,0.00842,0.00835,0.00834
1.5,0.00845,0.00835,0.00835
1.5833333333333333,0.00844,0.00835,0.00834
1.6666666666666667,0.00844,0.00836,0.00834
1.75,0.00843,0.00836,0.00834
1.8333333333333333,0.00842,0.00836,0.00834
1.9166666666666667,0.00842,0.00836,0.00834
2.0,0.00838,0.00836,0.00834
2.0833333333333335,0.00837,0.00836,0.00833
2.1666666666666665,0.00837,0.00837,0.00833
2.25,0.00837,0.00837,0.00833
2.3333333333333335,0.00837,0.00838,0.00833
2.4166666666666665,0.00837,0.00838,0.00833
2.5,0.00834,0.00838,0.00831
2.5833333333333335,0.00835,0.00839,0.00831
2.6666666666666665,0.00836,0.00838,0.00831
2.75,0.00837,0.00838,0.00831
2.8333333333333335,0.00838,0.00837,0.00831
2.9166666666666665,0.00839,0.00837,0.00831
3.0,0.00843,0.00837,0.00831
3.0833333333333335,0.00843,0.00839,0.00831
3.1666666666666665,0.00844,0.00839,0.00831
3.25,0.00844,0.0084,0.00831
3.3333333333333335,0.00844,0.00841,0.00831
3.4166666666666665,0.00845,0.00841,0.00831
3.5,0.00848,0.00842,0.00831
3.5833333333333335,0.00848,0.00843,0.00831
3.6666666666666665,0.00848,0.00843,0.00831
3.75,0.00849,0.00843,0.00831
3.8333333333333335,0.00849,0.00844,0.00831
