hostname,timestamp_iso,timestamp_ms,records_sent,recs_per_sec,mb_per_sec,avg_latency,max_latency,p50,p95,p99,p999
producer-1.pitur-265048.isolateedinburgh-pg0.utah.cloudlab.us,2025-08-05T15:54:29.403401165Z,1754409269403,1489613,297922.6,284.12,14.1,476.0,9,42,58,72
producer-1.pitur-265048.isolateedinburgh-pg0.utah.cloudlab.us,2025-08-05T15:54:34.649068363Z,1754409274649,1758884,351776.8,335.48,15.1,346.0,5,49,233,301
producer-1.pitur-265048.isolateedinburgh-pg0.utah.cloudlab.us,2025-08-05T15:54:39.734044628Z,1754409279734,1516175,303235.0,289.19,11.1,296.0,4,38,127,279
producer-1.pitur-265048.isolateedinburgh-pg0.utah.cloudlab.us,2025-08-05T15:54:44.796114108Z,1754409284796,1466528,293305.6,279.72,7.6,164.0,4,35,56,143
producer-1.pitur-265048.isolateedinburgh-pg0.utah.cloudlab.us,2025-08-05T15:54:49.882021441Z,1754409289882,1695900,338435.4,322.76,7.8,130.0,4,33,76,107
producer-1.pitur-265048.isolateedinburgh-pg0.utah.cloudlab.us,2025-08-05T15:54:54.946777128Z,1754409294946,1446142,289228.4,275.83,12.7,293.0,4,47,172,242
producer-1.pitur-265048.isolateedinburgh-pg0.utah.cloudlab.us,2025-08-05T15:55:00.025185501Z,1754409300025,1549009,309801.8,295.45,25.2,456.0,6,136,298,391
producer-1.pitur-265048.isolateedinburgh-pg0.utah.cloudlab.us,2025-08-05T15:55:05.100467522Z,1754409305100,1654458,330891.6,315.56,36.4,354.0,18,147,294,333
producer-1.pitur-265048.isolateedinburgh-pg0.utah.cloudlab.us,2025-08-05T15:55:10.175420366Z,1754409310175,1663701,332673.7,317.26,35.8,451.0,11,210,321,376
producer-1.pitur-265048.isolateedinburgh-pg0.utah.cloudlab.us,2025-08-05T15:55:15.262167248Z,1754409315262,1610565,321534.2,306.64,24.6,356.0,6,121,259,285
producer-1.pitur-265048.isolateedinburgh-pg0.utah.cloudlab.us,2025-08-05T15:55:20.356147846Z,1754409320356,1501838,299528.9,285.65,8.7,152.0,4,37,110,137
producer-1.pitur-265048.isolateedinburgh-pg0.utah.cloudlab.us,2025-08-05T15:55:25.416228671Z,1754409325416,1575366,315073.2,300.48,9.4,224.0,4,39,111,202
producer-1.pitur-265048.isolateedinburgh-pg0.utah.cloudlab.us,2025-08-05T15:55:30.522010085Z,1754409330522,1310439,262087.8,249.95,60.3,754.0,6,345,556,698
producer-1.pitur-265048.isolateedinburgh-pg0.utah.cloudlab.us,2025-08-05T15:55:35.615124464Z,1754409335615,1068195,213000.0,203.13,126.7,926.0,23,570,769,829
producer-1.pitur-265048.isolateedinburgh-pg0.utah.cloudlab.us,2025-08-05T15:55:40.674197698Z,1754409340674,1573906,314781.2,300.20,26.4,1007.0,5,113,625,895
producer-1.pitur-265048.isolateedinburgh-pg0.utah.cloudlab.us,2025-08-05T15:55:45.781071787Z,1754409345781,1403253,280650.6,267.65,7.8,155.0,3,37,108,136
producer-1.pitur-265048.isolateedinburgh-pg0.utah.cloudlab.us,2025-08-05T15:55:50.829110154Z,1754409350829,1585637,317127.4,302.44,9.7,154.0,4,38,97,127
producer-1.pitur-265048.isolateedinburgh-pg0.utah.cloudlab.us,2025-08-05T15:55:55.874575505Z,1754409355874,1505973,301194.6,287.24,10.0,178.0,4,42,95,141
producer-1.pitur-265048.isolateedinburgh-pg0.utah.cloudlab.us,2025-08-05T15:56:00.977140760Z,1754409360977,1554290,309434.6,295.10,17.6,292.0,4,97,213,278
producer-1.pitur-265048.isolateedinburgh-pg0.utah.cloudlab.us,2025-08-05T15:56:06.054241305Z,1754409366054,1597993,319598.6,304.79,55.0,486.0,12,291,365,438
producer-1.pitur-265048.isolateedinburgh-pg0.utah.cloudlab.us,2025-08-05T15:56:11.150143854Z,1754409371150,1583102,316620.4,301.95,15.5,305.0,4,76,253,292
producer-1.pitur-265048.isolateedinburgh-pg0.utah.cloudlab.us,2025-08-05T15:56:16.245661095Z,1754409376245,1702255,340451.0,324.68,28.1,359.0,6,163,284,340
producer-1.pitur-265048.isolateedinburgh-pg0.utah.cloudlab.us,2025-08-05T15:56:21.321161909Z,1754409381321,1515243,303048.6,289.01,9.3,382.0,4,38,112,319
producer-1.pitur-265048.isolateedinburgh-pg0.utah.cloudlab.us,2025-08-05T15:56:26.446685649Z,1754409386446,1437982,285710.7,272.47,8.3,158.0,4,38,103,128
producer-1.pitur-265048.isolateedinburgh-pg0.utah.cloudlab.us,2025-08-05T15:56:31.496210861Z,1754409391496,1431438,286230.4,272.97,9.3,177.0,4,41,83,116
producer-1.pitur-265048.isolateedinburgh-pg0.utah.cloudlab.us,2025-08-05T15:56:36.557009779Z,1754409396557,1394852,278970.4,266.05,11.0,282.0,4,43,116,270
producer-1.pitur-265048.isolateedinburgh-pg0.utah.cloudlab.us,2025-08-05T15:56:41.633238072Z,1754409401633,1356934,271386.8,258.81,50.0,693.0,7,266,505,629
producer-1.pitur-265048.isolateedinburgh-pg0.utah.cloudlab.us,2025-08-05T15:56:46.678273757Z,1754409406678,1309286,261857.2,249.73,37.4,738.0,4,243,501,690
producer-1.pitur-265048.isolateedinburgh-pg0.utah.cloudlab.us,2025-08-05T15:56:51.775899483Z,1754409411775,1476179,293591.7,279.99,17.9,453.0,4,100,274,379
producer-1.pitur-265048.isolateedinburgh-pg0.utah.cloudlab.us,2025-08-05T15:56:56.835150758Z,1754409416835,1609231,321846.2,306.94,24.2,331.0,5,117,208,297
producer-1.pitur-265048.isolateedinburgh-pg0.utah.cloudlab.us,2025-08-05T15:57:01.952350037Z,1754409421952,1450537,289470.6,276.06,6.9,136.0,4,36,45,125
producer-1.pitur-265048.isolateedinburgh-pg0.utah.cloudlab.us,2025-08-05T15:57:06.994099735Z,1754409426994,1053522,210704.4,200.94,7.8,91.0,3,40,66,86
producer-1.pitur-265048.isolateedinburgh-pg0.utah.cloudlab.us,2025-08-05T15:57:12.049731795Z,1754409432049,676461,134833.8,128.59,3.0,64.0,2,6,40,58
