Time,broker1,broker2,broker3
0.0,4.88,0.0,0.0
0.0833333333333333,6.0,13.7,1.0
0.1666666666666666,36.5,15.0,14.9
0.25,66.9,582.0,119.0
0.3333333333333333,83.9,592.0,120.0
0.4166666666666667,228.0,595.0,506.0
0.5,228.0,595.0,515.0
0.5833333333333334,404.0,531.0,515.0
0.6666666666666666,404.0,515.0,515.0
0.75,366.0,515.0,515.0
0.8333333333333334,366.0,515.0,407.0
0.9166666666666666,366.0,515.0,616.0
1.0,366.0,515.0,616.0
1.0833333333333333,366.0,629.0,407.0
1.1666666666666667,366.0,624.0,407.0
1.25,366.0,624.0,407.0
1.3333333333333333,366.0,624.0,691.0
1.4166666666666667,366.0,624.0,693.0
1.5,673.0,624.0,689.0
1.5833333333333333,673.0,368.0,698.0
1.6666666666666667,674.0,368.0,698.0
1.75,674.0,368.0,698.0
1.8333333333333333,674.0,391.0,698.0
1.9166666666666667,674.0,391.0,698.0
2.0,678.0,630.0,698.0
2.083333333333333,678.0,630.0,698.0
2.1666666666666665,678.0,630.0,698.0
2.25,678.0,630.0,698.0
2.333333333333333,678.0,632.0,698.0
2.4166666666666665,678.0,632.0,698.0
2.5,674.0,632.0,698.0
2.583333333333333,674.0,632.0,698.0
2.6666666666666665,674.0,632.0,698.0
2.75,674.0,632.0,698.0
2.833333333333333,674.0,631.0,698.0
2.9166666666666665,674.0,631.0,698.0
3.0,669.0,631.0,698.0
3.083333333333333,673.0,631.0,698.0
3.1666666666666665,673.0,631.0,698.0
3.25,673.0,631.0,698.0
3.333333333333333,673.0,631.0,698.0
3.4166666666666665,674.0,632.0,698.0
3.5,676.0,632.0,698.0
3.583333333333333,676.0,634.0,698.0
3.6666666666666665,676.0,634.0,698.0
3.75,676.0,634.0,698.0
3.8333333333333335,676.0,632.0,698.0
3.9166666666666665,676.0,630.0,698.0
4.0,676.0,630.0,698.0
4.083333333333333,676.0,630.0,653.0
4.166666666666667,676.0,466.0,653.0
4.25,676.0,389.0,658.0
4.333333333333333,676.0,389.0,658.0
4.416666666666667,676.0,389.0,659.0
4.5,676.0,389.0,659.0
4.583333333333333,676.0,389.0,659.0
4.666666666666667,591.0,389.0,659.0
4.75,591.0,389.0,659.0
4.833333333333333,591.0,389.0,659.0
4.916666666666667,591.0,300.0,659.0
5.0,591.0,300.0,659.0
5.083333333333333,591.0,300.0,659.0
5.166666666666667,591.0,300.0,659.0
5.25,591.0,617.0,659.0
5.333333333333333,590.0,619.0,613.0
5.416666666666667,590.0,622.0,613.0
5.5,590.0,622.0,613.0
5.583333333333333,590.0,622.0,613.0
5.666666666666667,590.0,622.0,613.0
5.75,501.0,622.0,617.0
5.833333333333333,503.0,622.0,617.0
5.916666666666667,503.0,622.0,617.0
6.0,501.0,622.0,617.0
6.083333333333333,501.0,622.0,617.0
6.166666666666667,501.0,622.0,617.0
6.25,503.0,601.0,617.0
6.333333333333333,376.0,601.0,617.0
6.416666666666667,376.0,601.0,617.0
6.5,376.0,601.0,617.0
6.583333333333333,376.0,601.0,617.0
6.666666666666667,376.0,601.0,617.0
6.75,376.0,601.0,617.0
6.833333333333333,376.0,601.0,617.0
6.916666666666667,376.0,725.0,617.0
7.0,376.0,725.0,614.0
7.083333333333333,376.0,725.0,614.0
7.166666666666667,376.0,725.0,614.0
7.25,376.0,601.0,614.0
7.333333333333333,376.0,601.0,614.0
7.416666666666667,376.0,601.0,617.0
7.5,376.0,601.0,617.0
7.583333333333333,376.0,601.0,617.0
7.666666666666667,376.0,601.0,617.0
7.75,376.0,601.0,617.0
7.833333333333333,491.0,601.0,617.0
7.916666666666667,492.0,601.0,617.0
8.0,492.0,604.0,617.0
8.083333333333334,410.0,604.0,617.0
8.166666666666666,463.0,604.0,617.0
8.25,463.0,604.0,617.0
8.333333333333334,463.0,604.0,668.0
8.416666666666666,463.0,604.0,668.0
8.5,463.0,604.0,668.0
8.583333333333334,463.0,604.0,668.0
8.666666666666666,463.0,604.0,668.0
8.75,463.0,604.0,668.0
8.833333333333334,463.0,604.0,668.0
8.916666666666666,463.0,604.0,668.0
9.0,463.0,604.0,576.0
9.083333333333334,463.0,604.0,576.0
9.166666666666666,463.0,604.0,576.0
9.25,431.0,604.0,583.0
9.333333333333334,431.0,604.0,579.0
9.416666666666666,431.0,604.0,579.0
9.5,431.0,604.0,442.0
9.583333333333334,410.0,604.0,441.0
9.666666666666666,410.0,592.0,634.0
9.75,410.0,592.0,635.0
9.833333333333334,410.0,558.0,635.0
9.916666666666666,410.0,610.0,635.0
10.0,410.0,610.0,635.0
10.083333333333334,488.0,610.0,635.0
10.166666666666666,489.0,610.0,635.0
10.25,488.0,558.0,635.0
10.333333333333334,488.0,558.0,635.0
10.416666666666666,416.0,558.0,635.0
10.5,416.0,558.0,635.0
10.583333333333334,436.0,558.0,635.0
10.666666666666666,436.0,558.0,636.0
10.75,436.0,558.0,636.0
10.833333333333334,436.0,558.0,503.0
10.916666666666666,436.0,558.0,502.0
11.0,416.0,592.0,444.0
