Time,record_queue_time_avg
0.0,7.57
0.08333333333333333,9.62
0.16666666666666666,4.923333333333334
0.25,4.97
0.3333333333333333,4.14
0.4166666666666667,4.1066666666666665
0.5,6.513333333333333
0.5833333333333334,8.433333333333335
0.6666666666666666,9.68
0.75,11.566666666666668
0.8333333333333334,11.0
0.9166666666666666,10.303333333333333
1.0,10.6
1.0833333333333333,14.366666666666667
1.1666666666666667,16.933333333333334
1.25,15.866666666666667
1.3333333333333333,14.966666666666669
1.4166666666666667,14.166666666666666
1.5,15.0
1.5833333333333333,15.300000000000002
1.6666666666666667,17.933333333333334
1.75,16.966666666666665
1.8333333333333333,16.433333333333334
1.9166666666666667,15.433333333333332
2.0,14.916666666666666
2.0833333333333335,14.093333333333334
2.1666666666666665,10.68
2.25,12.193333333333333
2.3333333333333335,12.079999999999998
2.4166666666666665,11.903333333333334
2.5,10.686666666666667
2.5833333333333335,10.166666666666666
2.6666666666666665,8.85
2.75,8.38
2.8333333333333335,8.356666666666667
2.9166666666666665,7.989999999999999
3.0,7.603333333333334
3.0833333333333335,8.33
3.1666666666666665,8.556666666666667
3.25,8.003333333333332
3.3333333333333335,7.57
3.4166666666666665,7.609999999999999
3.5,6.533333333333334
3.5833333333333335,6.873333333333332
3.6666666666666665,6.903333333333333
3.75,6.609999999999999
3.8333333333333335,6.303333333333334
3.9166666666666665,6.32
4.0,7.34
4.083333333333333,7.32
4.166666666666667,6.963333333333334
4.25,6.723333333333334
4.333333333333333,6.3999999999999995
4.416666666666667,6.4433333333333325
4.5,6.5633333333333335
4.583333333333333,6.946666666666665
4.666666666666667,8.073333333333332
4.75,7.633333333333333
4.833333333333333,7.553333333333334
4.916666666666667,7.223333333333334
5.0,6.716666666666666
5.083333333333333,7.260000000000001
5.166666666666667,8.726666666666667
5.25,10.106666666666667
5.333333333333333,9.593333333333334
5.416666666666667,9.13
5.5,9.323333333333332
5.583333333333333,8.85
5.666666666666667,8.583333333333334
5.75,9.32
5.833333333333333,9.26
5.916666666666667,9.213333333333333
6.0,9.296666666666667
6.083333333333333,8.959999999999999
6.166666666666667,8.35
6.25,8.01
6.333333333333333,8.116666666666665
6.416666666666667,8.270000000000001
6.5,7.376666666666666
6.583333333333333,7.126666666666666
6.666666666666667,8.21
6.75,7.833333333333333
6.833333333333333,7.43
6.916666666666667,7.18
7.0,6.763333333333333
7.083333333333333,6.57
7.166666666666667,7.416666666666667
7.25,8.389999999999999
7.333333333333333,8.586666666666668
7.416666666666667,9.053333333333333
7.5,9.27
7.583333333333333,8.766666666666667
7.666666666666667,9.166666666666666
7.75,9.81
7.833333333333333,11.96
7.916666666666667,12.47
8.0,12.233333333333334
8.083333333333334,11.466666666666669
8.166666666666666,12.126666666666665
8.25,11.410000000000002
8.333333333333334,11.546666666666667
8.416666666666666,12.843333333333334
8.5,12.030000000000001
8.583333333333334,11.959999999999999
8.666666666666666,12.066666666666668
8.75,11.983333333333334
8.833333333333334,11.71
8.916666666666666,11.266666666666666
9.0,10.06
9.083333333333334,9.816666666666666
9.166666666666666,10.236666666666666
9.25,10.08
9.333333333333334,9.806666666666667
9.416666666666666,9.346666666666666
9.5,8.906666666666666
9.583333333333334,8.393333333333333
9.666666666666666,6.956666666666667
9.75,8.270000000000001
9.833333333333334,9.533333333333333
9.916666666666666,9.106666666666667
10.0,9.133333333333333
10.083333333333334,8.973333333333334
10.166666666666666,8.293333333333335
10.25,7.876666666666668
10.333333333333334,8.756666666666666
10.416666666666666,9.76
10.5,11.583333333333334
10.583333333333334,12.933333333333335
10.666666666666666,14.433333333333332
10.75,13.533333333333333
10.833333333333334,13.033333333333331
10.916666666666666,12.833333333333334
11.0,13.799999999999999
11.083333333333334,14.200000000000001
11.166666666666666,14.133333333333333
11.25,13.866666666666667
11.333333333333334,13.133333333333333
11.416666666666666,13.066666666666668
11.5,12.9
11.583333333333334,13.666666666666666
11.666666666666666,12.4
11.75,12.933333333333332
11.833333333333334,12.833333333333334
11.916666666666666,12.266666666666666
12.0,11.466666666666667
12.083333333333334,12.1
12.166666666666666,13.300000000000002
12.25,13.866666666666667
12.333333333333334,13.933333333333332
12.416666666666666,13.799999999999999
12.5,13.933333333333332
12.583333333333334,13.5
12.666666666666666,14.966666666666669
12.75,18.03333333333333
12.833333333333334,18.766666666666666
12.916666666666666,17.76666666666667
13.0,18.099999999999998
13.083333333333334,17.4
13.166666666666666,20.000000000000004
13.25,19.633333333333333
13.333333333333334,19.666666666666668
13.416666666666666,18.866666666666664
13.5,17.666666666666664
13.583333333333334,16.833333333333332
13.666666666666666,19.03333333333333
13.75,22.333333333333332
13.833333333333334,21.599999999999998
13.916666666666666,20.46666666666667
14.0,18.233333333333334
14.083333333333334,17.966666666666665
14.166666666666666,17.8
14.25,17.366666666666664
14.333333333333334,17.2
14.416666666666666,17.0
14.5,16.26666666666667
